Time:1000Hz,Epoch,Channel 1,Channel 2,Event Id,Event Date,Event Duration
11.416,11416,-30273.11,8404.89,,,
11.417,11417,-30283.35,8396.62,,,
11.418,11418,-30291.17,8391.04,,,
11.419,11419,-30296.15,8387.25,,,
11.42,11420,-30297.91,8384.57,,,
11.421,11421,-30296.07,8383.35,,,
11.422,11422,-30290.3,8385.13,,,
11.423,11423,-30280.62,8391.92,,,
11.424,11424,-30267.58,8404.96,,,
11.425,11425,-30252.63,8423.4,,,
11.426,11426,-30238.03,8443.88,,,
11.427,11427,-30226.54,8461.32,,,
11.428,11428,-30220.73,8470.62,,,
11.429,11429,-30222.17,8468.66,,,
11.43,11430,-30230.75,8455.63,,,
11.431,11431,-30244.59,8435.03,,,
11.432,11432,-30260.55,8412.31,,,
11.433,11433,-30275.17,8392.87,,,
11.434,11434,-30285.75,8380.25,,,
11.435,11435,-30290.97,8375.35,,,
11.436,11436,-30290.99,8376.85,,,
11.437,11437,-30286.86,8382.46,,,
11.438,11438,-30279.8,8390.25,,,
11.439,11439,-30270.61,8399.34,,,
11.44,11440,-30259.58,8409.78,,,
11.441,11441,-30246.94,8421.69,,,
11.442,11442,-30233.41,8434.44,,,
11.443,11443,-30220.62,8446.33,,,
11.444,11444,-30210.93,8454.98,,,
11.445,11445,-30206.74,8458.21,,,
11.446,11446,-30209.54,8454.96,,,
11.447,11447,-30219.27,8445.72,,,
11.448,11448,-30234.16,8432.34,,,
11.449,11449,-30251.32,8417.38,,,
11.45,11450,-30267.57,8403.27,,,
11.451,11451,-30280.39,8391.82,,,
11.452,11452,-30288.36,8384.09,,,
11.453,11453,-30291.14,8380.58,,,
11.454,11454,-30289.1,8381.43,,,
11.455,11455,-30282.87,8386.58,,,
11.456,11456,-30273.14,8395.57,,,
11.457,11457,-30260.77,8407.4,,,
11.458,11458,-30247.05,8420.45,,,
11.459,11459,-30233.92,8432.65,,,
11.46,11460,-30223.76,8441.89,,,
11.461,11461,-30218.92,8446.5,,,
11.462,11462,-30220.98,8445.6,,,
11.463,11463,-30230.14,8439.25,,,
11.464,11464,-30245.06,8428.32,,,
11.465,11465,-30263.08,8414.37,,,
11.466,11466,-30280.95,8399.34,,,
11.467,11467,-30295.65,8385.29,,,
11.468,11468,-30305.05,8374.14,,,
11.469,11469,-30308.26,8367.36,,,
11.47,11470,-30305.61,8365.73,,,
11.471,11471,-30298.23,8369.17,,,
11.472,11472,-30287.68,8376.87,,,
11.473,11473,-30275.45,8387.57,,,
11.474,11474,-30262.77,8399.92,,,
11.475,11475,-30250.56,8412.73,,,
11.476,11476,-30239.61,8424.95,,,
11.477,11477,-30230.73,8435.47,,,
11.478,11478,-30224.94,8442.92,,,
11.479,11479,-30223.37,8445.68,,,
11.48,11480,-30227,8442.33,,,
11.481,11481,-30236.18,8432.35,,,
11.482,11482,-30250.27,8416.71,,,
11.483,11483,-30267.43,8398.07,,,
11.484,11484,-30284.88,8380.18,,,
11.485,11485,-30299.5,8366.8,,,
11.486,11486,-30308.67,8360.46,,,
11.487,11487,-30310.93,8361.73,,,
11.488,11488,-30306.37,8369.19,,,
11.489,11489,-30296.4,8380.33,,,
11.49,11490,-30283.17,8392.65,,,
11.491,11491,-30268.89,8404.57,,,
11.492,11492,-30255.33,8415.6,,,
11.493,11493,-30243.77,8425.76,,,
11.494,11494,-30235.18,8434.74,,,
11.495,11495,-30230.56,8441.31,,,
11.496,11496,-30230.98,8443.4,,,
11.497,11497,-30237.27,8439.03,,,
11.498,11498,-30249.44,8427.4,,,
11.499,11499,-30266.15,8409.8,,,
11.5,11500,-30284.64,8389.52,,,
11.501,11501,-30301.22,8370.99,,,
11.502,11502,-30312.32,8358.33,,,
11.503,11503,-30315.53,8354.03,,,
11.504,11504,-30310.39,8358.39,,,
11.505,11505,-30298.44,8369.72,,,
11.506,11506,-30282.56,8385.24,,,
11.507,11507,-30266.02,8402.06,,,
11.508,11508,-30251.59,8417.82,,,
11.509,11509,-30240.99,8430.87,,,
11.51,11510,-30234.9,8440.04,,,
11.511,11511,-30233.31,8444.44,,,
11.512,11512,-30235.83,8443.48,,,
11.513,11513,-30241.95,8437.1,,,
11.514,11514,-30250.91,8426.12,,,
11.515,11515,-30261.65,8412.21,,,
11.516,11516,-30272.75,8397.66,,,
11.517,11517,-30282.67,8384.69,,,
11.518,11518,-30290.02,8374.96,,,
11.519,11519,-30293.89,8369.34,,,
11.52,11520,-30293.89,8368.03,,,
11.521,11521,-30289.99,8371.05,,,
11.522,11522,-30282.32,8378.5,,,
11.523,11523,-30271.05,8390.43,,,
11.524,11524,-30256.62,8406.45,,,
11.525,11525,-30240.1,8425.11,,,
11.526,11526,-30223.44,8443.7,,,
11.527,11527,-30209.41,8458.67,,,
11.528,11528,-30200.95,8466.61,,,
11.529,11529,-30200.24,8465.41,,,
11.53,11530,-30207.77,8455.12,,,
11.531,11531,-30221.99,8437.92,,,
11.532,11532,-30239.72,8417.49,,,
11.533,11533,-30257.15,8397.72,,,
11.534,11534,-30271.03,8381.7,,,
11.535,11535,-30279.54,8371.15,,,
11.536,11536,-30282.36,8366.56,,,
11.537,11537,-30280.23,8367.69,,,
11.538,11538,-30274.09,8374.06,,,
11.539,11539,-30264.6,8385.11,,,
11.54,11540,-30252.06,8399.94,,,
11.541,11541,-30237.01,8416.86,,,
11.542,11542,-30220.76,8433.34,,,
11.543,11543,-30205.71,8446.34,,,
11.544,11544,-30194.9,8453.13,,,
11.545,11545,-30191.04,8452.25,,,
11.546,11546,-30195.45,8444.04,,,
11.547,11547,-30207.35,8430.52,,,
11.548,11548,-30224.02,8414.67,,,
11.549,11549,-30241.73,8399.45,,,
11.55,11550,-30256.97,8386.94,,,
11.551,11551,-30267.47,8378.14,,,
11.552,11552,-30272.59,8373.23,,,
11.553,11553,-30272.92,8372.07,,,
11.554,11554,-30269.61,8374.68,,,
11.555,11555,-30263.57,8381.23,,,
11.556,11556,-30255.31,8391.73,,,
11.557,11557,-30245.09,8405.46,,,
11.558,11558,-30233.47,8420.73,,,
11.559,11559,-30221.65,8435.02,,,
11.56,11560,-30211.47,8445.6,,,
11.561,11561,-30204.95,8450.24,,,
11.562,11562,-30203.59,8447.94,,,
11.563,11563,-30207.87,8439.08,,,
11.564,11564,-30217.07,8425.28,,,
11.565,11565,-30229.51,8408.86,,,
11.566,11566,-30243.12,8392.34,,,
11.567,11567,-30255.87,8377.95,,,
11.568,11568,-30266.14,8367.47,,,
11.569,11569,-30272.77,8362.11,,,
11.57,11570,-30275.04,8362.42,,,
11.571,11571,-30272.67,8368.27,,,
11.572,11572,-30265.87,8378.72,,,
11.573,11573,-30255.44,8392.16,,,
11.574,11574,-30242.78,8406.48,,,
11.575,11575,-30229.72,8419.47,,,
11.576,11576,-30218.16,8429.23,,,
11.577,11577,-30209.7,8434.5,,,
11.578,11578,-30205.41,8434.76,,,
11.579,11579,-30205.7,8430.17,,,
11.58,11580,-30210.47,8421.42,,,
11.581,11581,-30219.2,8409.57,,,
11.582,11582,-30230.95,8395.97,,,
11.583,11583,-30244.36,8382.21,,,
11.584,11584,-30257.57,8369.99,,,
11.585,11585,-30268.4,8360.98,,,
11.586,11586,-30274.73,8356.47,,,
11.587,11587,-30275.13,8357.06,,,
11.588,11588,-30269.31,8362.56,,,
11.589,11589,-30258.3,8371.97,,,
11.59,11590,-30244.19,8383.8,,,
11.591,11591,-30229.49,8396.39,,,
11.592,11592,-30216.39,8408.22,,,
11.593,11593,-30206.36,8418.06,,,
11.594,11594,-30200.14,8424.88,,,
11.595,11595,-30198.04,8427.83,,,
11.596,11596,-30200.35,8426.22,,,
11.597,11597,-30207.38,8419.69,,,
11.598,11598,-30219.2,8408.51,,,
11.599,11599,-30235.03,8393.82,,,
11.6,11600,-30252.9,8377.7,,,
11.601,11601,-30269.68,8362.87,,,
11.602,11602,-30281.84,8352.12,,,
11.603,11603,-30286.61,8347.6,,,
11.604,11604,-30282.99,8350.28,,,
11.605,11605,-30272.13,8359.6,,,
11.606,11606,-30256.96,8373.76,,,
11.607,11607,-30241.02,8390.11,,,
11.608,11608,-30227.23,8405.92,,,
11.609,11609,-30217.1,8418.93,,,
11.61,11610,-30210.68,8427.65,,,
11.611,11611,-30207.3,8431.49,,,
11.612,11612,-30206.46,8430.45,,,
11.613,11613,-30208.43,8425,,,
11.614,11614,-30214.12,8415.77,,,
11.615,11615,-30224.36,8403.64,,,
11.616,11616,-30238.83,8389.8,,,
11.617,11617,-30255.55,8375.9,,,
11.618,11618,-30271.05,8363.98,,,
11.619,11619,-30281.36,8356.26,,,
11.62,11620,-30283.43,8354.58,,,
11.621,11621,-30276.23,8359.87,,,
11.622,11622,-30261.17,8371.71,,,
11.623,11623,-30241.52,8388.24,,,
11.624,11624,-30221.31,8406.55,,,
11.625,11625,-30204.04,8423.35,,,
11.626,11626,-30191.88,8435.83,,,
11.627,11627,-30185.56,8442.32,,,
11.628,11628,-30184.71,8442.51,,,
11.629,11629,-30188.57,8437.27,,,
11.63,11630,-30196.43,8428.15,,,
11.631,11631,-30207.71,8416.84,,,
11.632,11632,-30221.65,8404.76,,,
11.633,11633,-30237.03,8393.04,,,
11.634,11634,-30251.96,8382.7,,,
11.635,11635,-30264.14,8374.81,,,
11.636,11636,-30271.34,8370.52,,,
11.637,11637,-30272.07,8370.87,,,
11.638,11638,-30266.05,8376.34,,,
11.639,11639,-30254.27,8386.47,,,
11.64,11640,-30238.79,8399.83,,,
11.641,11641,-30222.24,8414.19,,,
11.642,11642,-30207.25,8427.14,,,
11.643,11643,-30196,8436.65,,,
11.644,11644,-30189.95,8441.5,,,
11.645,11645,-30189.73,8441.29,,,
11.646,11646,-30195.15,8436.33,,,
11.647,11647,-30205.34,8427.26,,,
11.648,11648,-30218.85,8414.91,,,
11.649,11649,-30233.9,8400.35,,,
11.65,11650,-30248.46,8385,,,
11.651,11651,-30260.54,8370.83,,,
11.652,11652,-30268.33,8360.19,,,
11.653,11653,-30270.41,8355.4,,,
11.654,11654,-30265.99,8358.04,,,
11.655,11655,-30255.1,8368.39,,,
11.656,11656,-30238.81,8385.08,,,
11.657,11657,-30219.24,8405.28,,,
11.658,11658,-30199.3,8425.41,,,
11.659,11659,-30182.29,8441.93,,,
11.66,11660,-30171.15,8452.21,,,
11.661,11661,-30167.77,8454.99,,,
11.662,11662,-30172.53,8450.42,,,
11.663,11663,-30184.2,8439.81,,,
11.664,11664,-30200.36,8425.13,,,
11.665,11665,-30218.1,8408.54,,,
11.666,11666,-30234.76,8392.08,,,
11.667,11667,-30248.44,8377.45,,,
11.668,11668,-30258.13,8366.01,,,
11.669,11669,-30263.41,8358.8,,,
11.67,11670,-30264.12,8356.53,,,
11.671,11671,-30260.05,8359.61,,,
11.672,11672,-30251.08,8367.94,,,
11.673,11673,-30237.57,8380.88,,,
11.674,11674,-30220.85,8397.01,,,
11.675,11675,-30203.41,8414.2,,,
11.676,11676,-30188.67,8429.75,,,
11.677,11677,-30180.1,8440.84,,,
11.678,11678,-30180.21,8445.18,,,
11.679,11679,-30189.55,8441.68,,,
11.68,11680,-30206.35,8430.86,,,
11.681,11681,-30226.92,8414.91,,,
11.682,11682,-30246.68,8397.15,,,
11.683,11683,-30261.56,8381.16,,,
11.684,11684,-30269.07,8369.82,,,
11.685,11685,-30268.84,8364.59,,,
11.686,11686,-30262.34,8365.34,,,
11.687,11687,-30252.05,8370.72,,,
11.688,11688,-30240.44,8378.88,,,
11.689,11689,-30229.19,8388.14,,,
11.69,11690,-30218.97,8397.44,,,
11.691,11691,-30209.72,8406.28,,,
11.692,11692,-30201.23,8414.39,,,
11.693,11693,-30193.74,8421.31,,,
11.694,11694,-30188.16,8426.16,,,
11.695,11695,-30185.85,8427.79,,,
11.696,11696,-30188.09,8425.13,,,
11.697,11697,-30195.51,8417.71,,,
11.698,11698,-30207.63,8405.96,,,
11.699,11699,-30222.81,8391.26,,,
11.7,11700,-30238.65,8375.74,,,
11.701,11701,-30252.46,8361.84,,,
11.702,11702,-30261.92,8351.86,,,
11.703,11703,-30265.47,8347.58,,,
11.704,11704,-30262.59,8349.96,,,
11.705,11705,-30253.81,8358.9,,,
11.706,11706,-30240.53,8373.21,,,
11.707,11707,-30224.79,8390.67,,,
11.708,11708,-30208.97,8408.39,,,
11.709,11709,-30195.38,8423.46,,,
11.71,11710,-30185.88,8433.55,,,
11.711,11711,-30181.65,8437.48,,,
11.712,11712,-30182.96,8435.41,,,
11.713,11713,-30189.3,8428.55,,,
11.714,11714,-30199.56,8418.64,,,
11.715,11715,-30212.41,8407.33,,,
11.716,11716,-30226.45,8395.8,,,
11.717,11717,-30240.34,8384.87,,,
11.718,11718,-30252.67,8375.26,,,
11.719,11719,-30261.88,8367.98,,,
11.72,11720,-30266.34,8364.36,,,
11.721,11721,-30264.66,8365.72,,,
11.722,11722,-30256.28,8372.66,,,
11.723,11723,-30241.97,8384.51,,,
11.724,11724,-30224.02,8399.17,,,
11.725,11725,-30205.91,8413.55,,,
11.726,11726,-30191.4,8424.56,,,
11.727,11727,-30183.43,8430.09,,,
11.728,11728,-30183.24,8429.65,,,
11.729,11729,-30190.04,8424.3,,,
11.73,11730,-30201.46,8416.02,,,
11.731,11731,-30214.54,8406.72,,,
11.732,11732,-30226.78,8397.62,,,
11.733,11733,-30236.86,8389.06,,,
11.734,11734,-30244.54,8380.93,,,
11.735,11735,-30250.19,8373.31,,,
11.736,11736,-30253.97,8366.99,,,
11.737,11737,-30255.33,8363.44,,,
11.738,11738,-30253.2,8364.27,,,
11.739,11739,-30246.57,8370.45,,,
11.74,11740,-30235.34,8381.72,,,
11.741,11741,-30220.84,8396.39,,,
11.742,11742,-30205.72,8411.8,,,
11.743,11743,-30193.14,8425.01,,,
11.744,11744,-30185.77,8433.63,,,
11.745,11745,-30184.92,8436.28,,,
11.746,11746,-30190.26,8432.73,,,
11.747,11747,-30200.22,8423.67,,,
11.748,11748,-30212.75,8410.49,,,
11.749,11749,-30226,8394.97,,,
11.75,11750,-30238.66,8379.23,,,
11.751,11751,-30249.74,8365.49,,,
11.752,11752,-30258.19,8355.84,,,
11.753,11753,-30262.67,8351.9,,,
11.754,11754,-30261.73,8354.32,,,
11.755,11755,-30254.43,8362.63,,,
11.756,11756,-30241.05,8375.27,,,
11.757,11757,-30223.44,8390.05,,,
11.758,11758,-30204.83,8404.66,,,
11.759,11759,-30188.89,8417.22,,,
11.76,11760,-30178.63,8426.5,,,
11.761,11761,-30175.55,8431.85,,,
11.762,11762,-30179.34,8432.96,,,
11.763,11763,-30188.45,8429.63,,,
11.764,11764,-30200.83,8421.84,,,
11.765,11765,-30214.77,8409.91,,,
11.766,11766,-30229.13,8394.89,,,
11.767,11767,-30243.14,8378.68,,,
11.768,11768,-30255.78,8363.89,,,
11.769,11769,-30265.49,8353.3,,,
11.77,11770,-30270.26,8349.15,,,
11.771,11771,-30268.29,8352.46,,,
11.772,11772,-30258.96,8362.68,,,
11.773,11773,-30243.39,8377.8,,,
11.774,11774,-30224.45,8394.88,,,
11.775,11775,-30205.99,8410.77,,,
11.776,11776,-30191.61,8422.85,,,
11.777,11777,-30183.61,8429.58,,,
11.778,11778,-30182.47,8430.61,,,
11.779,11779,-30187.11,8426.61,,,
11.78,11780,-30195.71,8418.89,,,
11.781,11781,-30206.53,8408.89,,,
11.782,11782,-30218.49,8397.81,,,
11.783,11783,-30231.03,8386.49,,,
11.784,11784,-30243.55,8375.58,,,
11.785,11785,-30254.92,8365.8,,,
11.786,11786,-30263.27,8358.2,,,
11.787,11787,-30266.44,8354.21,,,
11.788,11788,-30262.81,8355.31,,,
11.789,11789,-30252.2,8362.42,,,
11.79,11790,-30236.29,8375.26,,,
11.791,11791,-30218.3,8392.04,,,
11.792,11792,-30202.1,8409.6,,,
11.793,11793,-30191.03,8424.21,,,
11.794,11794,-30186.93,8432.63,,,
11.795,11795,-30189.86,8433.1,,,
11.796,11796,-30198.34,8425.86,,,
11.797,11797,-30210.17,8412.95,,,
11.798,11798,-30223.17,8397.41,,,
11.799,11799,-30235.65,8382.33,,,
11.8,11800,-30246.49,8370.02,,,
11.801,11801,-30254.91,8361.75,,,
11.802,11802,-30260.14,8357.93,,,
11.803,11803,-30261.37,8358.53,,,
11.804,11804,-30257.93,8363.35,,,
11.805,11805,-30249.7,8372.09,,,
11.806,11806,-30237.46,8384.06,,,
11.807,11807,-30222.86,8397.95,,,
11.808,11808,-30208.23,8411.86,,,
11.809,11809,-30195.93,8423.65,,,
11.81,11810,-30187.84,8431.55,,,
11.811,11811,-30184.96,8434.65,,,
11.812,11812,-30187.37,8433.04,,,
11.813,11813,-30194.45,8427.45,,,
11.814,11814,-30205.13,8418.8,,,
11.815,11815,-30218.15,8407.76,,,
11.816,11816,-30232.02,8394.88,,,
11.817,11817,-30245.03,8380.97,,,
11.818,11818,-30255.23,8367.7,,,
11.819,11819,-30260.7,8357.62,,,
11.82,11820,-30260.07,8353.64,,,
11.821,11821,-30253,8357.86,,,
11.822,11822,-30240.58,8370.4,,,
11.823,11823,-30225.19,8388.84,,,
11.824,11824,-30209.91,8408.79,,,
11.825,11825,-30197.64,8425.28,,,
11.826,11826,-30190.19,8434.64,,,
11.827,11827,-30187.9,8435.76,,,
11.828,11828,-30189.82,8430.25,,,
11.829,11829,-30194.4,8421.34,,,
11.83,11830,-30200.37,8412.22,,,
11.831,11831,-30207.28,8404.58,,,
11.832,11832,-30215.46,8398.15,,,
11.833,11833,-30225.43,8391.51,,,
11.834,11834,-30237.01,8383.51,,,
11.835,11835,-30248.82,8374.54,,,
11.836,11836,-30258.3,8366.87,,,
11.837,11837,-30262.52,8363.71,,,
11.838,11838,-30259.37,8367.65,,,
11.839,11839,-30248.61,8379.13,,,
11.84,11840,-30232.19,8395.96,,,
11.841,11841,-30213.72,8414.08,,,
11.842,11842,-30197.27,8429.16,,,
11.843,11843,-30185.95,8438.35,,,
11.844,11844,-30181.05,8441.12,,,
11.845,11845,-30181.96,8438.97,,,
11.846,11846,-30186.91,8434.24,,,
11.847,11847,-30193.97,8428.73,,,
11.848,11848,-30201.95,8422.91,,,
11.849,11849,-30210.59,8416.11,,,
11.85,11850,-30220.08,8407.53,,,
11.851,11851,-30230.26,8397.25,,,
11.852,11852,-30240.04,8386.86,,,
11.853,11853,-30247.35,8378.99,,,
11.854,11854,-30249.82,8376.27,,,
11.855,11855,-30245.81,8380.12,,,
11.856,11856,-30235.27,8390.09,,,
11.857,11857,-30219.96,8404.01,,,
11.858,11858,-30203.02,8418.86,,,
11.859,11859,-30187.94,8431.86,,,
11.86,11860,-30177.48,8441.18,,,
11.861,11861,-30173.09,8446.06,,,
11.862,11862,-30174.82,8446.43,,,
11.863,11863,-30181.79,8442.39,,,
11.864,11864,-30192.76,8434.02,,,
11.865,11865,-30206.5,8421.6,,,
11.866,11866,-30221.76,8406.04,,,
11.867,11867,-30237.01,8389.31,,,
11.868,11868,-30250.24,8374.23,,,
11.869,11869,-30259.14,8363.89,,,
11.87,11870,-30261.61,8360.64,,,
11.871,11871,-30256.63,8365.32,,,
11.872,11872,-30244.79,8376.99,,,
11.873,11873,-30228.35,8393.3,,,
11.874,11874,-30210.71,8411.2,,,
11.875,11875,-30195.3,8427.87,,,
11.876,11876,-30184.65,8441.23,,,
11.877,11877,-30179.77,8450.06,,,
11.878,11878,-30180.23,8453.89,,,
11.879,11879,-30184.78,8452.66,,,
11.88,11880,-30192.16,8446.66,,,
11.881,11881,-30201.57,8436.57,,,
11.882,11882,-30212.73,8423.58,,,
11.883,11883,-30225.37,8409.41,,,
11.884,11884,-30238.66,8396.16,,,
11.885,11885,-30250.87,8385.86,,,
11.886,11886,-30259.63,8380.09,,,
11.887,11887,-30262.63,8379.61,,,
11.888,11888,-30258.62,8384.29,,,
11.889,11889,-30248.06,8393.22,,,
11.89,11890,-30233.21,8404.92,,,
11.891,11891,-30217.45,8417.63,,,
11.892,11892,-30204.24,8429.46,,,
11.893,11893,-30196.01,8438.61,,,
11.894,11894,-30193.54,8443.61,,,
11.895,11895,-30196.07,8443.54,,,
11.896,11896,-30201.92,8438.25,,,
11.897,11897,-30209.43,8428.38,,,
11.898,11898,-30217.61,8415.26,,,
11.899,11899,-30226.23,8400.62,,,
11.9,11900,-30235.45,8386.24,,,
11.901,11901,-30245.12,8373.75,,,
11.902,11902,-30254.25,8364.58,,,
11.903,11903,-30260.94,8359.96,,,
11.904,11904,-30262.97,8360.84,,,
11.905,11905,-30258.71,8367.72,,,
11.906,11906,-30247.91,8380.27,,,
11.907,11907,-30232.1,8397.02,,,
11.908,11908,-30214.28,8415.37,,,
11.909,11909,-30198.04,8432.02,,,
11.91,11910,-30186.43,8443.81,,,
11.911,11911,-30181.19,8448.6,,,
11.912,11912,-30182.45,8445.93,,,
11.913,11913,-30189.07,8437.03,,,
11.914,11914,-30199.27,8424.32,,,
11.915,11915,-30211.34,8410.47,,,
11.916,11916,-30223.91,8397.64,,,
11.917,11917,-30235.95,8387.09,,,
11.918,11918,-30246.43,8379.3,,,
11.919,11919,-30254.17,8374.43,,,
11.92,11920,-30257.87,8372.74,,,
11.921,11921,-30256.52,8374.65,,,
11.922,11922,-30249.9,8380.45,,,
11.923,11923,-30238.9,8389.81,,,
11.924,11924,-30225.42,8401.53,,,
11.925,11925,-30211.85,8413.6,,,
11.926,11926,-30200.44,8423.73,,,
11.927,11927,-30192.71,8430.08,,,
11.928,11928,-30189.33,8431.75,,,
11.929,11929,-30190.3,8428.86,,,
11.93,11930,-30195.34,8422.23,,,
11.931,11931,-30204.17,8412.87,,,
11.932,11932,-30216.33,8401.69,,,
11.933,11933,-30230.9,8389.5,,,
11.934,11934,-30246.11,8377.35,,,
11.935,11935,-30259.37,8366.77,,,
11.936,11936,-30267.82,8359.81,,,
11.937,11937,-30269.24,8358.45,,,
11.938,11938,-30262.97,8363.93,,,
11.939,11939,-30250.3,8375.96,,,
11.94,11940,-30234.13,8392.65,,,
11.941,11941,-30217.93,8410.94,,,
11.942,11942,-30204.57,8427.55,,,
11.943,11943,-30195.48,8439.97,,,
11.944,11944,-30190.64,8446.99,,,
11.945,11945,-30189.16,8448.66,,,
11.946,11946,-30190.29,8445.73,,,
11.947,11947,-30194.02,8439.03,,,
11.948,11948,-30201.02,8429.14,,,
11.949,11949,-30211.89,8416.59,,,
11.95,11950,-30226.14,8402.33,,,
11.951,11951,-30241.63,8388.16,,,
11.952,11952,-30254.78,8376.67,,,
11.953,11953,-30261.68,8370.63,,,
11.954,11954,-30259.55,8371.99,,,
11.955,11955,-30247.97,8381.09,,,
11.956,11956,-30229.16,8396.28,,,
11.957,11957,-30207.2,8414.48,,,
11.958,11958,-30186.7,8432.08,,,
11.959,11959,-30171.28,8446.01,,,
11.96,11960,-30162.83,8454.45,,,
11.961,11961,-30161.42,8456.89,,,
11.962,11962,-30166.09,8453.73,,,
11.963,11963,-30175.57,8445.74,,,
11.964,11964,-30188.8,8433.76,,,
11.965,11965,-30204.81,8418.79,,,
11.966,11966,-30222.31,8402.27,,,
11.967,11967,-30239.22,8386.31,,,
11.968,11968,-30252.81,8373.53,,,
11.969,11969,-30260.32,8366.48,,,
11.97,11970,-30259.99,8366.75,,,
11.971,11971,-30251.82,8374.32,,,
11.972,11972,-30237.85,8387.49,,,
11.973,11973,-30221.5,8403.29,,,
11.974,11974,-30206.45,8418.55,,,
11.975,11975,-30195.52,8430.76,,,
11.976,11976,-30189.85,8438.68,,,
11.977,11977,-30189.02,8442.35,,,
11.978,11978,-30191.65,8442.51,,,
11.979,11979,-30196.31,8439.97,,,
11.98,11980,-30202.19,8435.12,,,
11.981,11981,-30209.21,8427.93,,,
11.982,11982,-30217.67,8418.29,,,
11.983,11983,-30227.59,8406.59,,,
11.984,11984,-30238.21,8394.03,,,
11.985,11985,-30247.91,8382.62,,,
11.986,11986,-30254.57,8374.71,,,
11.987,11987,-30256.35,8372.23,,,
11.988,11988,-30252.37,8376.07,,,
11.989,11989,-30243.09,8385.66,,,
11.99,11990,-30230.24,8399.17,,,
11.991,11991,-30216.33,8413.92,,,
11.992,11992,-30203.84,8427.21,,,
11.993,11993,-30194.61,8436.9,,,
11.994,11994,-30189.45,8441.88,,,
11.995,11995,-30188.21,8442.04,,,
11.996,11996,-30190.18,8437.97,,,
11.997,11997,-30194.61,8430.57,,,
11.998,11998,-30201.07,8420.67,,,
11.999,11999,-30209.52,8409,,,
12,12000,-30219.87,8396.32,,,
12.001,12001,-30231.48,8383.71,,,
12.002,12002,-30242.73,8372.8,,,
12.003,12003,-30251.11,8365.57,,,
12.004,12004,-30253.84,8363.88,,,
12.005,12005,-30248.89,8368.78,,,
12.006,12006,-30236.05,8379.88,,,
12.007,12007,-30217.36,8395.26,,,
12.008,12008,-30196.77,8411.78,,,
12.009,12009,-30178.94,8426.04,,,
12.01,12010,-30167.72,8435.33,,,
12.011,12011,-30164.97,8438.35,,,
12.012,12012,-30170.16,8435.27,,,
12.013,12013,-30180.94,8427.35,,,
12.014,12014,-30194.4,8416.19,,,
12.015,12015,-30208.19,8403.14,,,
12.016,12016,-30221.18,8389.2,,,
12.017,12017,-30233.1,8375.29,,,
12.018,12018,-30243.77,8362.71,,,
12.019,12019,-30252.23,8353.38,,,
12.02,12020,-30256.66,8349.45,,,
12.021,12021,-30254.98,8352.52,,,
12.022,12022,-30246.16,8362.75,,,
12.023,12023,-30231.16,8378.35,,,
12.024,12024,-30213.16,8395.94,,,
12.025,12025,-30196.6,8411.54,,,
12.026,12026,-30185.55,8421.98,,,
12.027,12027,-30182.07,8425.87,,,
12.028,12028,-30185.54,8423.83,,,
12.029,12029,-30193.22,8417.8,,,
12.03,12030,-30201.72,8409.88,,,
12.031,12031,-30208.72,8401.35,,,
12.032,12032,-30213.86,8392.39,,,
12.033,12033,-30218.47,8382.53,,,
12.034,12034,-30224.3,8371.65,,,
12.035,12035,-30231.96,8360.74,,,
12.036,12036,-30240.13,8352,,,
12.037,12037,-30245.88,8348.06,,,
12.038,12038,-30246.02,8350.85,,,
12.039,12039,-30238.75,8360.53,,,
12.04,12040,-30224.76,8375.22,,,
12.041,12041,-30207.11,8391.6,,,
12.042,12042,-30190.08,8406.14,,,
12.043,12043,-30177.53,8416.21,,,
12.044,12044,-30171.63,8420.8,,,
12.045,12045,-30172.49,8420.26,,,
12.046,12046,-30178.76,8415.63,,,
12.047,12047,-30188.6,8407.89,,,
12.048,12048,-30200.5,8397.59,,,
12.049,12049,-30213.47,8385.11,,,
12.05,12050,-30226.62,8371.2,,,
12.051,12051,-30238.6,8357.46,,,
12.052,12052,-30247.42,8346.24,,,
12.053,12053,-30250.88,8340.06,,,
12.054,12054,-30247.39,8340.68,,,
12.055,12055,-30236.84,8348.41,,,
12.056,12056,-30220.84,8361.9,,,
12.057,12057,-30202.32,8378.57,,,
12.058,12058,-30184.57,8395.4,,,
12.059,12059,-30170.29,8409.67,,,
12.06,12060,-30161.09,8419.43,,,
12.061,12061,-30157.5,8423.49,,,
12.062,12062,-30159.46,8421.34,,,
12.063,12063,-30166.65,8413.09,,,
12.064,12064,-30178.56,8399.62,,,
12.065,12065,-30194.14,8382.73,,,
12.066,12066,-30211.48,8365.19,,,
12.067,12067,-30227.82,8350.22,,,
12.068,12068,-30240.18,8340.65,,,
12.069,12069,-30246.31,8338,,,
12.07,12070,-30245.58,8341.91,,,
12.071,12071,-30239.17,8350.34,,,
12.072,12072,-30229.6,8360.5,,,
12.073,12073,-30219.48,8369.98,,,
12.074,12074,-30210.55,8377.62,,,
12.075,12075,-30203.17,8383.68,,,
12.076,12076,-30196.77,8389.08,,,
12.077,12077,-30190.83,8394.46,,,
12.078,12078,-30185.82,8399.27,,,
12.079,12079,-30183.46,8401.79,,,
12.08,12080,-30185.96,8399.84,,,
