Time:1000Hz,Epoch,Channel 1,Channel 2,Event Id,Event Date,Event Duration
33.203,33203,-30453.14,7905.67,,,
33.204,33204,-30463.89,7895.22,,,
33.205,33205,-30475.78,7884.78,,,
33.206,33206,-30486.13,7876.59,,,
33.207,33207,-30491.74,7872.96,,,
33.208,33208,-30490.17,7875.3,,,
33.209,33209,-30480.9,7883.47,,,
33.21,33210,-30465.72,7895.72,,,
33.211,33211,-30448.18,7909.27,,,
33.212,33212,-30432.3,7921.39,,,
33.213,33213,-30421.17,7930.24,,,
33.214,33214,-30416.05,7935.32,,,
33.215,33215,-30416.39,7937.07,,,
33.216,33216,-30420.57,7936.25,,,
33.217,33217,-30426.96,7933.23,,,
33.218,33218,-30434.71,7927.75,,,
33.219,33219,-30443.74,7919.33,,,
33.22,33220,-30454.2,7908,,,
33.221,33221,-30465.6,7894.92,,,
33.222,33222,-30476.38,7882.53,,,
33.223,33223,-30484.04,7873.87,,,
33.224,33224,-30486.07,7871.55,,,
33.225,33225,-30481.09,7876.61,,,
33.226,33226,-30469.66,7887.96,,,
33.227,33227,-30454.27,7902.7,,,
33.228,33228,-30438.62,7917.08,,,
33.229,33229,-30426.26,7927.84,,,
33.23,33230,-30419.48,7933.2,,,
33.231,33231,-30418.73,7933.13,,,
33.232,33232,-30422.92,7928.98,,,
33.233,33233,-30430.2,7922.49,,,
33.234,33234,-30438.93,7915.04,,,
33.235,33235,-30448.18,7907.18,,,
33.236,33236,-30457.65,7898.9,,,
33.237,33237,-30467.15,7890.21,,,
33.238,33238,-30476.03,7881.72,,,
33.239,33239,-30482.91,7874.87,,,
33.24,33240,-30486.04,7871.52,,,
33.241,33241,-30483.98,7873.2,,,
33.242,33242,-30476.42,7880.34,,,
33.243,33243,-30464.46,7891.86,,,
33.244,33244,-30450.46,7905.39,,,
33.245,33245,-30437.29,7918.03,,,
33.246,33246,-30427.41,7927.24,,,
33.247,33247,-30422.25,7931.6,,,
33.248,33248,-30422.04,7931.02,,,
33.249,33249,-30426.13,7926.39,,,
33.25,33250,-30433.48,7919.03,,,
33.251,33251,-30443.13,7910.05,,,
33.252,33252,-30454.31,7900.18,,,
33.253,33253,-30466.25,7889.83,,,
33.254,33254,-30477.92,7879.57,,,
33.255,33255,-30487.88,7870.37,,,
33.256,33256,-30494.51,7863.68,,,
33.257,33257,-30496.4,7861.06,,,
33.258,33258,-30492.96,7863.6,,,
33.259,33259,-30484.61,7871.35,,,
33.26,33260,-30472.82,7883.14,,,
33.261,33261,-30459.68,7896.78,,,
33.262,33262,-30447.38,7909.67,,,
33.263,33263,-30437.74,7919.46,,,
33.264,33264,-30431.95,7924.62,,,
33.265,33265,-30430.53,7924.67,,,
33.266,33266,-30433.43,7920.09,,,
33.267,33267,-30440.11,7912,,,
33.268,33268,-30449.56,7901.83,,,
33.269,33269,-30460.38,7891.03,,,
33.27,33270,-30470.91,7880.94,,,
33.271,33271,-30479.48,7872.69,,,
33.272,33272,-30484.82,7867.15,,,
33.273,33273,-30486.31,7864.86,,,
33.274,33274,-30484.12,7865.96,,,
33.275,33275,-30478.98,7870.24,,,
33.276,33276,-30471.84,7877.2,,,
33.277,33277,-30463.54,7886.09,,,
33.278,33278,-30454.74,7896.04,,,
33.279,33279,-30446.05,7905.96,,,
33.28,33280,-30438.41,7914.55,,,
33.281,33281,-30433.22,7920.29,,,
33.282,33282,-30432.16,7921.71,,,
33.283,33283,-30436.63,7917.82,,,
33.284,33284,-30446.96,7908.55,,,
33.285,33285,-30461.89,7895.11,,,
33.286,33286,-30478.6,7879.88,,,
33.287,33287,-30493.39,7865.87,,,
33.288,33288,-30502.83,7855.86,,,
33.289,33289,-30504.87,7851.61,,,
33.29,33290,-30499.44,7853.38,,,
33.291,33291,-30488.29,7860.11,,,
33.292,33292,-30474.19,7869.99,,,
33.293,33293,-30459.85,7881.19,,,
33.294,33294,-30447.17,7892.4,,,
33.295,33295,-30437.04,7902.84,,,
33.296,33296,-30429.65,7911.96,,,
33.297,33297,-30425.08,7918.97,,,
33.298,33298,-30423.67,7922.74,,,
33.299,33299,-30425.94,7922.1,,,
33.3,33300,-30432.12,7916.5,,,
33.301,33301,-30441.61,7906.61,,,
33.302,33302,-30452.79,7894.44,,,
33.303,33303,-30463.38,7882.83,,,
33.304,33304,-30471.21,7874.35,,,
33.305,33305,-30475.11,7870.37,,,
33.306,33306,-30475.24,7870.57,,,
33.307,33307,-30472.89,7873.34,,,
33.308,33308,-30469.63,7876.83,,,
33.309,33309,-30466.45,7880.05,,,
33.31,33310,-30463.23,7883.44,,,
33.311,33311,-30458.97,7888.43,,,
33.312,33312,-30452.63,7896.36,,,
33.313,33313,-30444.1,7907.17,,,
33.314,33314,-30434.79,7918.78,,,
33.315,33315,-30427.34,7927.61,,,
33.316,33316,-30424.64,7930,,,
33.317,33317,-30428.48,7924.05,,,
33.318,33318,-30438.61,7910.7,,,
33.319,33319,-30452.59,7893.68,,,
33.32,33320,-30466.61,7878.09,,,
33.321,33321,-30476.9,7868.33,,,
33.322,33322,-30481.08,7866.4,,,
33.323,33323,-30478.86,7871.33,,,
33.324,33324,-30471.8,7879.98,,,
33.325,33325,-30462.43,7888.77,,,
33.326,33326,-30453.11,7895.39,,,
33.327,33327,-30445.18,7899.65,,,
33.328,33328,-30438.94,7903.04,,,
33.329,33329,-30434.06,7907.41,,,
33.33,33330,-30430.37,7913.49,,,
33.331,33331,-30428.31,7920.14,,,
33.332,33332,-30428.97,7924.7,,,
33.333,33333,-30433.49,7924.35,,,
33.334,33334,-30442.3,7917.58,,,
33.335,33335,-30454.59,7905.1,,,
33.336,33336,-30468.28,7889.72,,,
33.337,33337,-30480.61,7875.16,,,
33.338,33338,-30489.06,7864.57,,,
33.339,33339,-30492.19,7859.44,,,
33.34,33340,-30490.06,7859.37,,,
33.341,33341,-30483.99,7862.78,,,
33.342,33342,-30475.92,7868.03,,,
33.343,33343,-30467.58,7874.22,,,
33.344,33344,-30459.96,7881.34,,,
33.345,33345,-30453.28,7889.68,,,
33.346,33346,-30447.35,7898.98,,,
33.347,33347,-30442.26,7907.78,,,
33.348,33348,-30438.75,7913.63,,,
33.349,33349,-30438.23,7913.92,,,
33.35,33350,-30442.27,7907.06,,,
33.351,33351,-30451.78,7893.4,,,
33.352,33352,-30466.34,7875.33,,,
33.353,33353,-30483.89,7856.55,,,
33.354,33354,-30501.23,7840.78,,,
33.355,33355,-30514.91,7830.53,,,
33.356,33356,-30522.35,7826.42,,,
33.357,33357,-30522.65,7827.34,,,
33.358,33358,-30516.78,7831.25,,,
33.359,33359,-30507.08,7836.15,,,
33.36,33360,-30496.31,7840.83,,,
33.361,33361,-30486.7,7844.99,,,
33.362,33362,-30479.42,7848.91,,,
33.363,33363,-30474.64,7852.79,,,
33.364,33364,-30472.06,7856.27,,,
33.365,33365,-30471.54,7858.33,,,
33.366,33366,-30473.46,7857.61,,,
33.367,33367,-30478.58,7853.01,,,
33.368,33368,-30487.46,7844.19,,,
33.369,33369,-30499.81,7831.92,,,
33.37,33370,-30514.11,7817.86,,,
33.371,33371,-30527.81,7804.24,,,
33.372,33372,-30538.05,7793.24,,,
33.373,33373,-30542.66,7786.58,,,
33.374,33374,-30540.84,7785.15,,,
33.375,33375,-30533.41,7788.95,,,
33.376,33376,-30522.41,7797.09,,,
33.377,33377,-30510.33,7808.02,,,
33.378,33378,-30499.32,7819.71,,,
33.379,33379,-30490.79,7829.97,,,
33.38,33380,-30485.35,7836.85,,,
33.381,33381,-30483.2,7839,,,
33.382,33382,-30484.43,7835.93,,,
33.383,33383,-30489.19,7828.14,,,
33.384,33384,-30497.5,7816.93,,,
33.385,33385,-30508.93,7804.06,,,
33.386,33386,-30522.39,7791.29,,,
33.387,33387,-30536.14,7780.01,,,
33.388,33388,-30548.13,7771.11,,,
33.389,33389,-30556.52,7765.03,,,
33.39,33390,-30560.17,7762,,,
33.391,33391,-30558.82,7762.18,,,
33.392,33392,-30553,7765.68,,,
33.393,33393,-30543.81,7772.45,,,
33.394,33394,-30532.59,7781.88,,,
33.395,33395,-30520.8,7792.73,,,
33.396,33396,-30509.98,7803.13,,,
33.397,33397,-30501.65,7810.97,,,
33.398,33398,-30497.16,7814.56,,,
33.399,33399,-30497.38,7813.1,,,
33.4,33400,-30502.35,7807.02,,,
33.401,33401,-30511.11,7797.78,,,
33.402,33402,-30521.89,7787.42,,,
33.403,33403,-30532.55,7777.83,,,
33.404,33404,-30541.23,7770.3,,,
33.405,33405,-30546.78,7765.32,,,
33.406,33406,-30548.92,7762.79,,,
33.407,33407,-30548,7762.5,,,
33.408,33408,-30544.58,7764.4,,,
33.409,33409,-30539.06,7768.75,,,
33.41,33410,-30531.61,7775.83,,,
33.411,33411,-30522.42,7785.49,,,
33.412,33412,-30512.07,7796.84,,,
33.413,33413,-30501.8,7808.17,,,
33.414,33414,-30493.37,7817.32,,,
33.415,33415,-30488.64,7822.29,,,
33.416,33416,-30488.89,7821.93,,,
33.417,33417,-30494.36,7816.23,,,
33.418,33418,-30504.09,7806.35,,,
33.419,33419,-30516.26,7794.16,,,
33.42,33420,-30528.76,7781.71,,,
33.421,33421,-30539.71,7770.7,,,
33.422,33422,-30547.86,7762.29,,,
33.423,33423,-30552.55,7757.09,,,
33.424,33424,-30553.54,7755.36,,,
33.425,33425,-30550.8,7757.13,,,
33.426,33426,-30544.46,7762.28,,,
33.427,33427,-30534.95,7770.38,,,
33.428,33428,-30523.2,7780.62,,,
33.429,33429,-30510.7,7791.73,,,
33.43,33430,-30499.36,7802.09,,,
33.431,33431,-30491.14,7810.01,,,
33.432,33432,-30487.56,7813.98,,,
33.433,33433,-30489.33,7813.03,,,
33.434,33434,-30496.23,7806.87,,,
33.435,33435,-30507.18,7796.03,,,
33.436,33436,-30520.5,7781.82,,,
33.437,33437,-30534.18,7766.24,,,
33.438,33438,-30546.13,7751.72,,,
33.439,33439,-30554.47,7740.74,,,
33.44,33440,-30557.73,7735.33,,,
33.441,33441,-30555.2,7736.53,,,
33.442,33442,-30547.15,7744.04,,,
33.443,33443,-30534.91,7756.23,,,
33.444,33444,-30520.69,7770.51,,,
33.445,33445,-30507.12,7783.99,,,
33.446,33446,-30496.55,7794.28,,,
33.447,33447,-30490.57,7799.99,,,
33.448,33448,-30489.66,7800.91,,,
33.449,33449,-30493.3,7797.74,,,
33.45,33450,-30500.33,7791.59,,,
33.451,33451,-30509.44,7783.5,,,
33.452,33452,-30519.46,7774.25,,,
33.453,33453,-30529.46,7764.4,,,
33.454,33454,-30538.65,7754.61,,,
33.455,33455,-30546.18,7745.82,,,
33.456,33456,-30551.14,7739.25,,,
33.457,33457,-30552.69,7736.12,,,
33.458,33458,-30550.32,7737.26,,,
33.459,33459,-30544.12,7742.69,,,
33.46,33460,-30534.85,7751.59,,,
33.461,33461,-30523.78,7762.45,,,
33.462,33462,-30512.44,7773.52,,,
33.463,33463,-30502.35,7783.21,,,
33.464,33464,-30494.83,7790.29,,,
33.465,33465,-30490.97,7793.96,,,
33.466,33466,-30491.54,7793.72,,,
33.467,33467,-30496.92,7789.33,,,
33.468,33468,-30506.89,7780.88,,,
33.469,33469,-30520.37,7769.02,,,
33.47,33470,-30535.44,7755.19,,,
33.471,33471,-30549.5,7741.56,,,
33.472,33472,-30559.9,7730.76,,,
33.473,33473,-30564.58,7725.17,,,
33.474,33474,-30562.66,7726.23,,,
33.475,33475,-30554.67,7733.93,,,
33.476,33476,-30542.33,7746.75,,,
33.477,33477,-30528.01,7761.99,,,
33.478,33478,-30514.11,7776.6,,,
33.479,33479,-30502.59,7787.93,,,
33.48,33480,-30494.75,7794.36,,,
33.481,33481,-30491.32,7795.47,,,
33.482,33482,-30492.52,7791.89,,,
33.483,33483,-30498.16,7784.83,,,
33.484,33484,-30507.6,7775.66,,,
33.485,33485,-30519.67,7765.55,,,
33.486,33486,-30532.74,7755.44,,,
33.487,33487,-30544.98,7746.05,,,
33.488,33488,-30554.72,7738.09,,,
33.489,33489,-30560.84,7732.35,,,
33.49,33490,-30562.9,7729.65,,,
33.491,33491,-30561.06,7730.69,,,
33.492,33492,-30555.76,7735.79,,,
33.493,33493,-30547.48,7744.66,,,
33.494,33494,-30536.69,7756.25,,,
33.495,33495,-30524.11,7768.81,,,
33.496,33496,-30511.03,7780.2,,,
33.497,33497,-30499.52,7788.26,,,
33.498,33498,-30492.09,7791.36,,,
33.499,33499,-30491.05,7788.75,,,
33.5,33500,-30497.56,7780.83,,,
33.501,33501,-30510.94,7769.04,,,
33.502,33502,-30528.57,7755.5,,,
33.503,33503,-30546.6,7742.53,,,
33.504,33504,-30561.09,7732.08,,,
33.505,33505,-30569.3,7725.4,,,
33.506,33506,-30570.43,7722.87,,,
33.507,33507,-30565.58,7724.18,,,
33.508,33508,-30557.05,7728.55,,,
33.509,33509,-30547.22,7735.15,,,
33.51,33510,-30537.68,7743.21,,,
33.511,33511,-30528.95,7752.18,,,
33.512,33512,-30520.8,7761.51,,,
33.513,33513,-30513.01,7770.49,,,
33.514,33514,-30506.04,7778.08,,,
33.515,33515,-30501.21,7782.94,,,
33.516,33516,-30500.27,7783.66,,,
33.517,33517,-30504.63,7779.29,,,
33.518,33518,-30514.43,7769.76,,,
33.519,33519,-30528.23,7756.3,,,
33.52,33520,-30543.16,7741.33,,,
33.521,33521,-30555.76,7728.08,,,
33.522,33522,-30563.09,7719.62,,,
33.523,33523,-30563.57,7718.01,,,
33.524,33524,-30557.46,7723.53,,,
33.525,33525,-30546.59,7734.55,,,
33.526,33526,-30533.66,7748.11,,,
33.527,33527,-30521.36,7760.9,,,
33.528,33528,-30511.62,7770.4,,,
33.529,33529,-30505.29,7775.64,,,
33.53,33530,-30502.26,7777.22,,,
33.531,33531,-30501.96,7776.64,,,
33.532,33532,-30503.83,7775.34,,,
33.533,33533,-30507.67,7773.79,,,
33.534,33534,-30513.65,7771.31,,,
33.535,33535,-30521.98,7766.55,,,
33.536,33536,-30532.45,7758.49,,,
33.537,33537,-30544.07,7747.39,,,
33.538,33538,-30555.07,7735.16,,,
33.539,33539,-30563.22,7724.87,,,
33.54,33540,-30566.52,7719.59,,,
33.541,33541,-30563.87,7721.22,,,
33.542,33542,-30555.44,7729.62,,,
33.543,33543,-30542.71,7742.72,,,
33.544,33544,-30528.03,7757.38,,,
33.545,33545,-30513.91,7770.57,,,
33.546,33546,-30502.48,7780.31,,,
33.547,33547,-30495.05,7785.98,,,
33.548,33548,-30492.1,7787.89,,,
33.549,33549,-30493.5,7786.62,,,
33.55,33550,-30498.78,7782.46,,,
33.551,33551,-30507.18,7775.37,,,
33.552,33552,-30517.75,7765.47,,,
33.553,33553,-30529.15,7753.66,,,
33.554,33554,-30539.8,7741.78,,,
33.555,33555,-30548.03,7732.35,,,
33.556,33556,-30552.51,7727.58,,,
33.557,33557,-30552.65,7728.46,,,
33.558,33558,-30548.7,7734.25,,,
33.559,33559,-30541.63,7742.8,,,
33.56,33560,-30532.68,7751.52,,,
33.561,33561,-30522.93,7758.5,,,
33.562,33562,-30513.13,7763.22,,,
33.563,33563,-30503.86,7766.43,,,
33.564,33564,-30495.91,7769.26,,,
33.565,33565,-30490.59,7772.16,,,
33.566,33566,-30489.66,7774.25,,,
33.567,33567,-30494.7,7773.6,,,
33.568,33568,-30506.26,7768.22,,,
33.569,33569,-30523.12,7757.41,,,
33.57,33570,-30542.14,7742.56,,,
33.571,33571,-30559,7727.03,,,
33.572,33572,-30569.55,7715.01,,,
33.573,33573,-30571.25,7709.89,,,
33.574,33574,-30564.12,7712.94,,,
33.575,33575,-30550.67,7722.91,,,
33.576,33576,-30534.9,7736.66,,,
33.577,33577,-30520.71,7750.54,,,
33.578,33578,-30510.61,7761.79,,,
33.579,33579,-30505.14,7769.28,,,
33.58,33580,-30503.18,7773.38,,,
33.581,33581,-30503.1,7775.19,,,
33.582,33582,-30503.79,7775.53,,,
33.583,33583,-30505.35,7774.38,,,
33.584,33584,-30508.82,7770.97,,,
33.585,33585,-30515.4,7764.43,,,
33.586,33586,-30525.44,7754.51,,,
33.587,33587,-30537.86,7742.16,,,
33.588,33588,-30550.31,7729.35,,,
33.589,33589,-30559.91,7718.55,,,
33.59,33590,-30564.37,7711.93,,,
33.591,33591,-30562.73,7710.75,,,
33.592,33592,-30555.63,7715.07,,,
33.593,33593,-30544.92,7723.91,,,
33.594,33594,-30532.87,7735.64,,,
33.595,33595,-30521.48,7748.34,,,
33.596,33596,-30512.06,7760.11,,,
33.597,33597,-30505.31,7769.26,,,
33.598,33598,-30501.61,7774.45,,,
33.599,33599,-30501.29,7774.9,,,
33.6,33600,-30504.69,7770.51,,,
33.601,33601,-30511.97,7762,,,
33.602,33602,-30522.72,7750.74,,,
33.603,33603,-30535.76,7738.56,,,
33.604,33604,-30549.16,7727.28,,,
33.605,33605,-30560.57,7718.42,,,
33.606,33606,-30567.81,7713,,,
33.607,33607,-30569.42,7711.54,,,
33.608,33608,-30565.03,7714.15,,,
33.609,33609,-30555.42,7720.62,,,
33.61,33610,-30542.29,7730.34,,,
33.611,33611,-30527.83,7742.21,,,
33.612,33612,-30514.33,7754.62,,,
33.613,33613,-30503.71,7765.58,,,
33.614,33614,-30497.31,7773.09,,,
33.615,33615,-30495.75,7775.64,,,
33.616,33616,-30498.94,7772.61,,,
33.617,33617,-30506.18,7764.53,,,
33.618,33618,-30516.36,7752.83,,,
33.619,33619,-30528.1,7739.54,,,
33.62,33620,-30539.92,7726.71,,,
33.621,33621,-30550.34,7716.13,,,
33.622,33622,-30558.02,7709.07,,,
33.623,33623,-30561.84,7706.33,,,
33.624,33624,-30561.11,7708.18,,,
33.625,33625,-30555.74,7714.4,,,
33.626,33626,-30546.39,7724.18,,,
33.627,33627,-30534.5,7736.12,,,
33.628,33628,-30522.03,7748.38,,,
33.629,33629,-30511.04,7759.06,,,
33.63,33630,-30503.21,7766.63,,,
33.631,33631,-30499.4,7770.3,,,
33.632,33632,-30499.59,7770.14,,,
33.633,33633,-30503.02,7766.8,,,
33.634,33634,-30508.64,7761.1,,,
33.635,33635,-30515.57,7753.68,,,
33.636,33636,-30523.32,7744.85,,,
33.637,33637,-30531.68,7734.93,,,
33.638,33638,-30540.41,7724.6,,,
33.639,33639,-30548.79,7715.24,,,
33.64,33640,-30555.53,7708.86,,,
33.641,33641,-30558.89,7707.5,,,
33.642,33642,-30557.29,7712.44,,,
33.643,33643,-30549.96,7723.55,,,
33.644,33644,-30537.45,7739,,,
33.645,33645,-30521.68,7755.78,,,
33.646,33646,-30505.57,7770.51,,,
33.647,33647,-30492.25,7780.46,,,
33.648,33648,-30484.28,7784.21,,,
33.649,33649,-30483.03,7781.77,,,
33.65,33650,-30488.52,7774.19,,,
33.651,33651,-30499.53,7763,,,
33.652,33652,-30514.05,7749.79,,,
33.653,33653,-30529.68,7736.07,,,
33.654,33654,-30544.03,7723.39,,,
33.655,33655,-30555.01,7713.45,,,
33.656,33656,-30561.07,7707.96,,,
33.657,33657,-30561.43,7708.19,,,
33.658,33658,-30556.24,7714.36,,,
33.659,33659,-30546.68,7725.31,,,
33.66,33660,-30534.68,7738.62,,,
33.661,33661,-30522.52,7751.32,,,
33.662,33662,-30512.25,7760.92,,,
33.663,33663,-30505.16,7766.18,,,
33.664,33664,-30501.62,7767.42,,,
33.665,33665,-30501.24,7766,,,
33.666,33666,-30503.37,7763.36,,,
33.667,33667,-30507.57,7760.18,,,
33.668,33668,-30513.92,7755.97,,,
33.669,33669,-30522.81,7749.49,,,
33.67,33670,-30534.41,7739.79,,,
33.671,33671,-30548.06,7727.17,,,
33.672,33672,-30561.85,7713.73,,,
33.673,33673,-30572.89,7702.9,,,
33.674,33674,-30578.09,7698.32,,,
33.675,33675,-30575.2,7702.34,,,
33.676,33676,-30563.89,7714.97,,,
33.677,33677,-30546.02,7733.69,,,
33.678,33678,-30525.36,7754.25,,,
33.679,33679,-30506.4,7772.08,,,
33.68,33680,-30493.03,7783.68,,,
33.681,33681,-30487.49,7787.55,,,
33.682,33682,-30489.84,7784.18,,,
33.683,33683,-30498.41,7775.43,,,
33.684,33684,-30510.61,7763.57,,,
33.685,33685,-30523.95,7750.53,,,
33.686,33686,-30536.73,7737.59,,,
33.687,33687,-30548.11,7725.55,,,
33.688,33688,-30557.73,7715.11,,,
33.689,33689,-30565.18,7707.16,,,
33.69,33690,-30569.64,7702.78,,,
33.691,33691,-30569.93,7702.89,,,
33.692,33692,-30565.1,7707.85,,,
33.693,33693,-30555.08,7717.14,,,
33.694,33694,-30541.1,7729.39,,,
33.695,33695,-30525.65,7742.63,,,
33.696,33696,-30511.81,7754.8,,,
33.697,33697,-30502.36,7764.09,,,
33.698,33698,-30498.86,7769.28,,,
33.699,33699,-30501.33,7769.72,,,
33.7,33700,-30508.47,7765.38,,,
33.701,33701,-30518.35,7756.75,,,
33.702,33702,-30529.19,7744.85,,,
33.703,33703,-30539.93,7731.21,,,
33.704,33704,-30550.16,7717.73,,,
33.705,33705,-30559.69,7706.48,,,
33.706,33706,-30567.95,7699.26,,,
33.707,33707,-30573.66,7697.25,,,
33.708,33708,-30575.03,7700.74,,,
33.709,33709,-30570.4,7709.14,,,
33.71,33710,-30559.15,7721.1,,,
33.711,33711,-30542.34,7734.94,,,
33.712,33712,-30522.73,7748.92,,,
33.713,33713,-30504.14,7761.47,,,
33.714,33714,-30490.29,7771.29,,,
33.715,33715,-30483.73,7777.36,,,
33.716,33716,-30485.11,7778.93,,,
33.717,33717,-30493.31,7775.63,,,
33.718,33718,-30506.01,7767.56,,,
33.719,33719,-30520.63,7755.47,,,
33.72,33720,-30535.1,7740.77,,,
33.721,33721,-30548.07,7725.44,,,
33.722,33722,-30558.71,7711.77,,,
33.723,33723,-30566.24,7702,,,
33.724,33724,-30569.62,7697.91,,,
33.725,33725,-30567.69,7700.52,,,
33.726,33726,-30559.69,7709.76,,,
33.727,33727,-30546,7724.36,,,
33.728,33728,-30528.53,7741.97,,,
33.729,33729,-30510.61,7759.44,,,
33.73,33730,-30496.13,7773.48,,,
33.731,33731,-30488.31,7781.35,,,
33.732,33732,-30488.67,7781.61,,,
33.733,33733,-30496.47,7774.56,,,
33.734,33734,-30509.11,7762.18,,,
33.735,33735,-30523.1,7747.55,,,
33.736,33736,-30535.33,7733.89,,,
33.737,33737,-30543.99,7723.63,,,
33.738,33738,-30548.76,7717.82,,,
33.739,33739,-30550.41,7716.08,,,
33.74,33740,-30549.89,7717.17,,,
33.741,33741,-30547.64,7719.78,,,
33.742,33742,-30543.36,7723.2,,,
33.743,33743,-30536.4,7727.51,,,
33.744,33744,-30526.53,7733.29,,,
33.745,33745,-30514.57,7740.9,,,
33.746,33746,-30502.57,7749.97,,,
33.747,33747,-30493.28,7759.06,,,
33.748,33748,-30489.24,7766.1,,,
33.749,33749,-30491.79,7769.05,,,
33.75,33750,-30500.52,7766.71,,,
33.751,33751,-30513.49,7759.2,,,
33.752,33752,-30527.94,7747.94,,,
33.753,33753,-30541.27,7735.13,,,
33.754,33754,-30551.74,7723.12,,,
33.755,33755,-30558.68,7713.82,,,
33.756,33756,-30562.15,7708.46,,,
33.757,33757,-30562.39,7707.58,,,
33.758,33758,-30559.45,7711.2,,,
33.759,33759,-30553.19,7718.92,,,
33.76,33760,-30543.64,7729.88,,,
33.761,33761,-30531.54,7742.67,,,
33.762,33762,-30518.49,7755.39,,,
33.763,33763,-30506.8,7765.89,,,
33.764,33764,-30498.73,7772.35,,,
33.765,33765,-30495.73,7773.76,,,
33.766,33766,-30497.96,7770.25,,,
33.767,33767,-30504.31,7762.96,,,
33.768,33768,-30512.96,7753.57,,,
33.769,33769,-30522.19,7743.62,,,
33.77,33770,-30530.95,7734.13,,,
33.771,33771,-30538.88,7725.55,,,
33.772,33772,-30545.92,7718.09,,,
33.773,33773,-30551.69,7712.22,,,
33.774,33774,-30555.17,7708.92,,,
33.775,33775,-30554.89,7709.48,,,
33.776,33776,-30549.64,7714.85,,,
33.777,33777,-30539.4,7724.95,,,
33.778,33778,-30525.83,7738.24,,,
33.779,33779,-30512.08,7751.93,,,
33.78,33780,-30501.81,7762.79,,,
33.781,33781,-30497.85,7768.25,,,
33.782,33782,-30501.12,7767.26,,,
33.783,33783,-30510.32,7760.54,,,
33.784,33784,-30522.55,7750.12,,,
33.785,33785,-30534.53,7738.43,,,
33.786,33786,-30543.88,7727.43,,,
33.787,33787,-30549.77,7718.14,,,
33.788,33788,-30552.84,7710.75,,,
33.789,33789,-30554.25,7705.28,,,
33.79,33790,-30554.77,7702.05,,,
33.791,33791,-30554.11,7701.9,,,
33.792,33792,-30551.13,7705.87,,,
33.793,33793,-30544.68,7714.4,,,
33.794,33794,-30534.51,7726.77,,,
33.795,33795,-30521.92,7740.84,,,
33.796,33796,-30509.53,7753.57,,,
33.797,33797,-30500.39,7761.98,,,
33.798,33798,-30496.78,7764.19,,,
33.799,33799,-30499.35,7760.05,,,
33.8,33800,-30506.94,7751.1,,,
33.801,33801,-30517.29,7739.84,,,
33.802,33802,-30527.99,7728.72,,,
33.803,33803,-30537.46,7719.39,,,
33.804,33804,-30545.22,7712.37,,,
33.805,33805,-30551.54,7707.35,,,
33.806,33806,-30556.68,7703.84,,,
33.807,33807,-30560.27,7701.78,,,
33.808,33808,-30561.12,7701.73,,,
33.809,33809,-30557.84,7704.59,,,
33.81,33810,-30549.66,7711.02,,,
33.811,33811,-30537.23,7720.79,,,
33.812,33812,-30522.79,7732.54,,,
33.813,33813,-30509.63,7743.99,,,
33.814,33814,-30500.99,7752.56,,,
33.815,33815,-30498.99,7756.15,,,
33.816,33816,-30503.95,7753.7,,,
33.817,33817,-30514.47,7745.46,,,
33.818,33818,-30528.07,7732.82,,,
33.819,33819,-30542.14,7717.86,,,
33.82,33820,-30554.56,7702.89,,,
33.821,33821,-30563.98,7690.09,,,
33.822,33822,-30569.63,7681.3,,,
33.823,33823,-30570.99,7677.83,,,
33.824,33824,-30567.67,7680.35,,,
33.825,33825,-30559.57,7688.7,,,
33.826,33826,-30547.28,7701.78,,,
33.827,33827,-30532.4,7717.53,,,
33.828,33828,-30517.43,7733.29,,,
33.829,33829,-30505.22,7746.33,,,
33.83,33830,-30498.08,7754.56,,,
33.831,33831,-30497.01,7757.06,,,
33.832,33832,-30501.38,7754.22,,,
33.833,33833,-30509.3,7747.47,,,
33.834,33834,-30518.47,7738.62,,,
33.835,33835,-30527.05,7729.24,,,
33.836,33836,-30534.22,7720.24,,,
33.837,33837,-30540.08,7711.87,,,
33.838,33838,-30545.04,7704.2,,,
33.839,33839,-30549.08,7697.6,,,
33.84,33840,-30551.41,7693.05,,,
33.841,33841,-30550.66,7691.98,,,
33.842,33842,-30545.59,7695.7,,,
33.843,33843,-30535.98,7704.61,,,
33.844,33844,-30523.1,7717.74,,,
33.845,33845,-30509.54,7732.79,,,
33.846,33846,-30498.33,7746.71,,,
33.847,33847,-30491.93,7756.68,,,
33.848,33848,-30491.34,7761.02,,,
33.849,33849,-30495.93,7759.55,,,
33.85,33850,-30503.92,7753.44,,,
33.851,33851,-30513.27,7744.53,,,
33.852,33852,-30522.43,7734.58,,,
33.853,33853,-30530.68,7724.82,,,
33.854,33854,-30537.84,7715.95,,,
33.855,33855,-30543.72,7708.5,,,
33.856,33856,-30547.62,7703.2,,,
33.857,33857,-30548.35,7701.12,,,
33.858,33858,-30544.65,7703.33,,,
33.859,33859,-30536.01,7710.35,,,
33.86,33860,-30523.17,7721.59,,,
33.861,33861,-30508.22,7735.26,,,
33.862,33862,-30493.99,7748.77,,,
33.863,33863,-30483.23,7759.51,,,
33.864,33864,-30477.68,7765.66,,,
33.865,33865,-30477.74,7766.63,,,
33.866,33866,-30482.61,7762.99,,,
33.867,33867,-30490.88,7755.97,,,
33.868,33868,-30501.13,7746.85,,,
